GTIN|GLNofDataSupplier|NameOfDataSupplier|BaseUnit|NumberOfBaseUnitContained|ItemNameLongML_language_EN|ItemNameLongML_language_RU|ItemName_language_EN|ItemName_language_RU|DespatchUnit|OrderingUnit|ConsumerUnit|GLNofManufacturer|ManufacturersName|Content|ContentUnitOfMeasure|GrossWeightFNFTSS|GrossWeightUnitOfMeasure|NetWeight|NetWeightUnitOfMeasure|BasePriceDeclarationRelevant|VAT_RU|BrandNameML_language_EN|BrandNameML_language_RU|PLUDescriptionML_language_EN|PLUDescriptionML_language_RU|GPC|CountryOfOrigin|PackagingTypeFNF|MeasurementTradeItemHeight|MeasurementTradeItemHeightUnitOfMeasure|MeasurementTradeItemLengthDepth|MeasurementTradeItemLengthDepthUnitOfMeasure|MeasurementTradeItemWidth|MeasurementTradeItemWidthUnitOfMeasure|GTINofNextLowerPackagingItem|NumberOfNextLowerItemContained|PalletDataPalletTypeFNF|GTINCodedPallet|PalletDataPalletHandling|NumberOfLayersPerPallet|PalletDataPalletLoadingHeight|StorageStackingFactor|PalletDataPalletGrossWeight|SubBrand|NetVolume|NetVolumeUnitOfMeasure|functionalsHealthClaims|technoChemicalProperties|GTINofAssortmentComponent|ContentAssortmentNumberOfComponents|MarketingNameML_language_RU|ItemNameShortML_language_RU|VariableMeasureTradeItem|CountryOfLastProvenance|ColourSupplierNoCode|ColourColourCodeListAgency|RFIDSupport|PalletDataNumberOfDespatchUnitsPerPallet|BasePriceRelevantContent|BasePriceRelevantContentUnitOfMeasure|GTINofItemSubstitutedFor|InternalItemIDofSupplier|ItemName_language_EL|CataloguePriceOfInvoiceUnit|CataloguePriceCurrency|CataloguePricePriceBasis|CataloguePricePriceBasisUnitOfMeasure|certificateOfQualityNumber|certificateOfQualityStartDate|certificateOfQualityEndDate|DangerousGoodsLimitedQuantities|DrainedWeight|DrainedWeightUnitOfMeasure|GeneticalInformation|MinimumDurabilityFromProduction|MinimumDurabilityFromProductionTimeUnit|NutritionalValueReferenceValue|GrossCalorificValueKJ|ConvenienceLevel|nutritionalContentValueUnitOfMeasure|ENumberCode|MinimumDurabilityFromOpening|MinimumDurabilityFromOpeningTimeUnit|nutritionalCompositionCode|nutritionalCompositionPercentage|rawMaterialUsed|rawMaterialUsedUnitOfMeasure|RecommendedSalesPrice|RecommendedSalesPriceCurrency|ItemName_language_AR|BatchNumbered|TemperatureMinStorage|TemperatureMaxStorage|TemperatureUnitOfMeasure|CommodityNomenclatureOfForeign-economicActivity|RussianClassificationOfProductsByEconomicActivities|RussianClassificationOfProducts|PricingSegment|ItemName_language_BR|BrandNameML_language_AR|GTINofBaseUnit|FunctionalName_language_EN|variant|variantLanguage|NonPublicGLNList|dietaryInformation|StartValidityDateOfAddVersion|FunctionalName_language_RU|handlingInstructionCode|MinimumOrderQuantity|RackJobber|MinimumDurabilityFromArrival|MinimumDurabilityFromArrivalTimeUnit
4003790036132|4610318728611||PI|8|||||Y|Y|N|||||7000|GRM|||||||||||CT|1110|MMT|90|MMT|350|MMT|4003790014734|8|CP2||RUP||948|1||||||||||||||||18|||||||||||||N||||||||||||||||||||||||||||||||||||||||||
4003790014741|4610318728611||BI|1||EXTRA Refill head|Vileda EXTRA Refill head| ВИЛЕДА запасной мат для швабры ЭКСТРА|Y|Y|Y|4607101979998||1|PCE|200|GRM|||Y|60|||||10000398||CT|30|MMT|260|MMT|190|MMT|||CP2||RUP||600|1|||||||||||N|||||672|||||||||||||||||||||||||||||||||||||||||||||||||||||||
4003790036149|4610318728611||PI|8|||||Y|Y|N|||||1200|GRM|||||||||||CT|300|MMT|200|MMT|200|MMT|4003790014741|8|CP2||RUP||1038|1||||||||||||||||84|||||||||||||N||||||||||||||||||||||||||||||||||||||||||
4003790014758|4610318728611||BI|1||COMBI Flat mop with telescop handle|Vileda COMBI Flat mop with telescop handle|Виледа Швабра КОМБИ с телескопической ручкой|Y|Y|Y|4607101979998||1|PCE|500|GRM|||Y|60|||||10000397|DE|CT|80|MMT|1190|MMT|220|MMT|||CP2||RUP||810|1|||||||||||N|||||144|||||||||||||||||||||||||||||||||||||||||||||||||||||||
4003790036156|4610318728611||PI|8|||||Y|Y|N|||||7000|GRM|||||||||||CT|1110|MMT|90|MMT|350|MMT|4003790014758|8|CP2||RUP||948|1||||||||||||||||18|||||||||||||N||||||||||||||||||||||||||||||||||||||||||
4003790014772|4610318728611||BI|1||COMBI Refill head|Vileda COMBI Refill head|Виледа Запасной мат для швабры КОМБИ|Y|Y|Y|4607101979998||1|PCE|200|GRM|||Y|60|||||10000398||CT|30|MMT|260|MMT|190|MMT|||CP2||RUP||600|1|||||||||||N|||||672|||||||||||||||||||||||||||||||||||||||||||||||||||||||
4003790036170|4610318728611||PI|8|||||Y|Y|N|||||1200|GRM|||||||||||CT|295|MMT|200|MMT|200|MMT|4003790014772|8|CP2||RUP||1023|1||||||||||||||||84|||||||||||||N||||||||||||||||||||||||||||||||||||||||||
4003790014871|4610318728611||BI|1||Window cleaner 2 in 1 |Vileda Window cleaner 2 in 1 with telescope handle| ВИЛЕДА "2 в 1" очиститель окон с телескопической ручкой|Y|Y|Y|4607101979998||1|PCE|700|GRM|||Y|60|||||10000397|DE|CT|60|MMT|1150|MMT|290|MMT|||CP2||RUP||660|1|||||||||||N|||||48|||||||||||||||||||||||||||||||||||||||||||||||||||||||
4003790036873|4610318728611||PI|4|||||Y|Y|N|||||3500|GRM|||||||||||CT|1205|MMT|110|MMT|360|MMT|4003790014871|4|CP2||RUP||798|1||||||||||||||||12|||||||||||||N||||||||||||||||||||||||||||||||||||||||||
4003790014970|4610318728611||BI|1||Window cleaner 2 in 1 Refill|Vileda Window cleaner 2 in 1 Refill| ВИЛЕДА запасная насадка к очистителю окон "2 в 1" |Y|Y|Y|4607101979998||1|PCE|200|GRM|||Y|60|||||10000398||CT|20|MMT|200|MMT|90|MMT|||CP2||RUP||1260|1|||||||||||N|||||1232|||||||||||||||||||||||||||||||||||||||||||||||||||||||
4003790036972|4610318728611||PI|8|||||Y|Y|N|||||2400|GRM|||||||||||CT|315|MMT|130|MMT|70|MMT|4003790014970|8|CP2||RUP||2343|1||||||||||||||||154|||||||||||||N||||||||||||||||||||||||||||||||||||||||||
4003790015755|4610318728611||BI|1||Vileda Sponge cloth, 5 pcs.|Vileda Sponge cloth, 5 pcs.|Виледа Губчатая салфетка, 5шт|Y|Y|Y|4607101979998||5|PCE|45|GRM|||Y|60|||||10000397|DE|PK|20|MMT|200|MMT|190|MMT|||CP2||RUP||800|1|||||||||||N|||||672|||||||||||||||||||||||||||||||||||||||||||||||||||||||
4003790025419|4610318728611||BI|1||Vileda Universal cloth 3 pcs|Vileda Universal cloth 3 pcs|Виледа Универсальная салфетка, 3шт|Y|Y|Y|4607101979998||3|PCE|25|GRM|||Y|60|||||10000397|DE|PK|10|MMT|230|MMT|200|MMT|||CP2||RUP||920|1|||||||||||N|||||1920|||||||||||||||||||||||||||||||||||||||||||||||||||||||
4003790028199|4610318728611||BI|1||Vileda Sponge cloth, 3 pcs.|Vileda Sponge cloth, 3 pcs.|Виледа Губчатая салфетка, 3шт|Y|Y|Y|4607101979998||3|PCE|35|GRM|||Y|60|||||10000397|DE|PK|20|MMT|200|MMT|190|MMT|||CP2||RUP||800|1|||||||||||N|||||1152|||||||||||||||||||||||||||||||||||||||||||||||||||||||
4003790102288|4610318728611||BI|1||Micro-Sanft|Micro-Sanfit|Виледа салфетка Микро (особо мягкая)|Y|Y|N|4607101979998||1|PCE|55|GRM|||Y|60|||||10000397||PK|20|MMT|200|MMT|200|MMT|||CP2||RUP||858|1|||||||||||N|||||1728|||||||||||||||||||||||||||||||||||||||||||||||||||||||
4003790102295|4610318728611||PI|12|||||Y|Y|N|||||500|GRM|||||||||||CT|240|MMT|200|MMT|100|MMT|4003790102288|12|CP2||RUP||858|1||||||||||||||||144|||||||||||||N||||||||||||||||||||||||||||||||||||||||||
4003790105111|4610318728611||BI|1||Bucket for Wischmop|Vileda Bucket for Wischmop|Виледа ведро с насадкой для выжиман.швабры|Y|Y|Y|4607101979998||1|PCE|400|GRM|||Y|60|||||10000398|DE|BJ|380|MMT|280|MMT|260|MMT|||CP2||RUP||360|1|||||||||||N|||||40|||||||||||||||||||||||||||||||||||||||||||||||||||||||
4003790105104|4610318728611||PI|5|||||Y|Y|N|||||5500|GRM|||||||||||CT|790|MMT|380|MMT|300|MMT|4003790105111|5|CP2||RUP||928|1||||||||||||||||8|||||||||||||N||||||||||||||||||||||||||||||||||||||||||
4003790109072|4610318728611||BI|1||ULTRA Flat mop with telescop head|Vileda ULTRA Flat mop with telescop head|ВИЛЕДА швабра УЛЬТРА с телескопической  ручкой|Y|Y|Y|4607101979998||1|PCE|500|GRM|||Y|60|||||10000397|DE|CT|80|MMT|1030|MMT|170|MMT|||CP2||RUP||1200|1|||||||||||N|||||192|||||||||||||||||||||||||||||||||||||||||||||||||||||||
4003790109089|4610318728611||PI|8|||||Y|Y|N|||||5700|GRM|||||||||||CT|1135|MMT|160|MMT|195|MMT|4003790109072|8|CP2||RUP||1098|1||||||||||||||||24|||||||||||||N||||||||||||||||||||||||||||||||||||||||||
4003790109171|4610318728611||BI|1||Bucket for ULTRA Flat mop|Vileda Bucket for ULTRA Flat mop| ВИЛЕДА ведро с отжимом для швабры УЛЬТРА |Y|Y|Y|4607101979998||1|PCE|400|GRM|||Y|60|||||10000398||PK|380|MMT|280|MMT|260|MMT|||CP2||RUP||1200|1|||||||||||N|||||80|||||||||||||||||||||||||||||||||||||||||||||||||||||||
4003790109188|4610318728611||PI|4|||||Y|Y|N|||||5700|GRM|||||||||||CT|780|MMT|400|MMT|300|MMT|4003790109171|4|CP2||RUP||2478|1||||||||||||||||20|||||||||||||N||||||||||||||||||||||||||||||||||||||||||
4003790109195|4610318728611||BI|1||ULTRA Refill head|Vileda ULTRA Refill head|ВИЛЕДА запасной мат для швабры УЛЬТРА|Y|Y|Y|4607101979998||1|PCE|200|GRM|||Y|60|||||10000398|DE|CT|50|MMT|380|MMT|170|MMT|||CP2||RUP||780|1|||||||||||N|||||704|||||||||||||||||||||||||||||||||||||||||||||||||||||||
4003790109201|4610318728611||PI|8|||||Y|Y|N|||||700|GRM|||||||||||CT|260|MMT|192|MMT|155|MMT|4003790109195|8|CP2||RUP||918|1||||||||||||||||88|||||||||||||N||||||||||||||||||||||||||||||||||||||||||
4006635530000|4610318728611||BI|1||2x150 Blatt dreilagig Camille |Hakle  2x150 Blatt dreilagig Camille| ХАКЛЕ туалетная бумага (3 сл) с экстрактом ромашки  2 рулона|Y|Y|Y|4607101979998||2|PCE|250|GRM|||Y|60|||||10000375||SW|95|MMT|200|MMT|110|MMT|||CP2||RUP||1848|1|||||||||||N|||||648|||||||||||||||||||||||||||||||||||||||||||||||||||||||
4006635531007|4610318728611||BI|1||6x180 Blatt dreilagig Camille|Hakle 6x180 Blatt dreilagig Camille| ХАКЛЕ туалетная бумага (3 сл) с экстрактом ромашки 6 рулонов|Y|Y|Y|4607101979998||6|PCE|720|GRM|||Y|60|||||10000375||SW|95|MMT|305|MMT|215|MMT|||CP2||RUP||1878|1|||||||||||N|||||24|||||||||||||||||||||||||||||||||||||||||||||||||||||||
5029054045749|4610318728611||PI|9|||||Y|Y|N|||||6540|GRM|||||||||||SW|290|MMT|660|MMT|280|MMT|4006635531007|9|CP2||RUP||1878|1||||||||||||||||24|||||||||||||N||||||||||||||||||||||||||||||||||||||||||
4006635541013|4610318728611||BI|1||6x150 Blatt white | Hakle 6x150 Blatt white  Hakle|ХАКЛЕ туалетная бумага (3 сл) белая 6 рулонов|Y|Y|Y|4607101979998||6|PCE|726|GRM|||Y|60|||||10000375||SW|950|MMT|320|MMT|220|MMT|||CP2||RUP||1878|1|||||||||||N|||||216|||||||||||||||||||||||||||||||||||||||||||||||||||||||
5029054045640|4610318728611||PI|9|||||Y|Y|N|||||6540|GRM|||||||||||SW|290|MMT|650|MMT|310|MMT|4006635541013|9|CP2||RUP||1878|1||||||||||||||||24|||||||||||||N||||||||||||||||||||||||||||||||||||||||||
4006635541020|4610318728611||BI|1||6x150 Blatt apricot|Hakle 6x150 Blatt apricot|ХАКЛЕ туалетная бумага (3 сл) абрикосовая 6 рулонов|Y|Y|Y|4607101979998||6|PCE|726|GRM|||Y|60|||||10000375||SW|95|MMT|310|MMT|220|MMT|||CP2||RUP||1878|1|||||||||||N|||||24|||||||||||||||||||||||||||||||||||||||||||||||||||||||
4006635962023|4610318728611||BI|1||2x150 Blatt vierlagig Lady| Hakle 2x150 Blatt vierlagig Lady| ХАКЛЕ туалетная бумага  (4 сл) для женщин 2 рулона|Y|Y|Y|4607101979998||2|PCE|294|GRM|||Y|60|||||10000375||SW|90|MMT|210|MMT|11|MMT|||CP2||RUP||1848|1|||||||||||N|||||630|||||||||||||||||||||||||||||||||||||||||||||||||||||||
4006635962030|4610318728611||PI|10|||||Y|Y|N|||||2940|GRM|||||||||||SW|190|MMT|550|MMT|200|MMT|4006635962023|10|CP2||RUP||1848|1||||||||||||||||63|||||||||||||N||||||||||||||||||||||||||||||||||||||||||
4009175104281|4610318728611||BI|1||FROSCH Orangen Spulgel 500 ml|FROSCH Orangen Spulgel 500 ml|ФРОШ апельсиновый гель для мытья посуды 0,5 л|Y|Y|Y|4607101979998||500|MLT|4600|GRM|||Y|60|||||10000445||CT|50|MMT|200|MMT|90|MMT|||CP2||RUP||998|1|||||||||||N|||||640|||||||||||||||||||||||||||||||||||||||||||||||||||||||
4009175118356|4610318728611||BI|1||FROSCH WC-Gel Lavender 750 ml|FROSCH WC-Gel Lavender 750 ml|ФРОШ лавандовый очиститель унитазов 0,75л|Y|Y|Y|4607101979998||750|MLT|780|GRM|||Y|60|||||10000426||CT|55|MMT|270|MMT|80|MMT|||CP2||RUP||978|1|||||||||||N|||||480|||||||||||||||||||||||||||||||||||||||||||||||||||||||
4009175018359|4610318728611||PI|10|||||Y|Y|N|||||8400|GRM|||||||||||CT|280|MMT|290|MMT|190|MMT|4009175118356|10|CP2||RUP||978|1||||||||||||||||48|||||||||||||N||||||||||||||||||||||||||||||||||||||||||
4009175120915|4610318728611||BI|1||Rubber Brush with wire bristles|Rubber Brush with wire bristles| Резиновая щетка для чистки замши и велюра (латунь)|Y|Y|Y|4607101979998||1|PCE|70|GRM|||Y|60|||||10000400|DE|CT|20|MMT|130|MMT|20|MMT|||CP2||RUP||900|1|||||||||||N|||||6120|||||||||||||||||||||||||||||||||||||||||||||||||||||||
4009175136398|4610318728611||BI|1||Erdal Shoe cream in tube, black|Erdal Shoe cream in tube, black|Эрдаль-крем д/обуви 75г/тюб.(черн)|Y|Y|Y|4607101979998||75|GRM|105|GRM|||Y|60|||||10000400|DE|TU|35|MMT|160|MMT|60|MMT|||CP2||RUP||800|1|||||||||||N|||||2000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
4009175036391|4610318728611||PI|10|||||Y|Y|Y|||||1050|GRM|||||||||||CT|175|MMT|125|MMT|195|MMT|4009175136398|10|CP2||RUP||1100|1||||||||||||||||200|||||||||||||N||||||||||||||||||||||||||||||||||||||||||
4009175136404|4610318728611||BI|1||Erdal Shoe cream in tube,brown|Erdal Shoe cream in tube,brown|Эрдаль-крем д/обуви 75г/тюб.(кор)|Y|Y|Y|4607101979998||75|GRM|105|GRM|||Y|60|||||10000400|DE|TU|35|MMT|160|MMT|60|MMT|||CP2||RUP||800|1|||||||||||N|||||2000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
4009175036407|4610318728611||PI|10|||||Y|Y|Y|||||1050|GRM|||||||||||CT|175|MMT|125|MMT|195|MMT|4009175136404|10|CP2||RUP||1100|1||||||||||||||||200|||||||||||||N||||||||||||||||||||||||||||||||||||||||||
4009175136411|4610318728611||BI|1||Erdal Shoe cream in tube, neutral|Erdal Shoe cream in tube, neutral|Эрдаль-крем д/обуви 75г/тюб.(бесц)|Y|Y|Y|4607101979998||75|GRM|105|GRM|||Y|60|||||10000400|DE|TU|35|MMT|160|MMT|60|MMT|||CP2||RUP||800|1|||||||||||N|||||2000|||||||||||||||||||||||||||||||||||||||||||||||||||||||
4009175036414|4610318728611||PI|10|||||Y|Y|Y|||||1050|GRM|||||||||||CT|175|MMT|125|MMT|195|MMT|4009175136411|10|CP2||RUP||1100|1||||||||||||||||200|||||||||||||N||||||||||||||||||||||||||||||||||||||||||
4009175136428|4610318728611||BI|1||Erdal Shoe shine black|Erdal Shoe shine black|Эрдаль-самоблеск 75г/тюб.(черн)|Y|Y|Y|4607101979998||75|GRM|105|GRM|||Y|60|||||10000400|DE|TU|50|MMT|160|MMT|40|MMT|||CP2||RUP||1000|1|||||||||||N|||||1920|||||||||||||||||||||||||||||||||||||||||||||||||||||||
4009175036421|4610318728611||PI|12|||||Y|Y|Y|||||1300|GRM|||||||||||CT|180|MMT|190|MMT|120|MMT|4009175136428|12|CP2||RUP||1000|1||||||||||||||||160|||||||||||||N||||||||||||||||||||||||||||||||||||||||||
4009175136435|4610318728611||BI|1||Erdal Shoe shine brown|Erdal Shoe shine brown|Эрдаль-самоблеск 75г/тюб.(кор)|Y|Y|Y|4607101979998||75|GRM|105|GRM|||Y|60|||||10000400|DE|TU|50|MMT|160|MMT|40|MMT|||CP2||RUP||1000|1|||||||||||N|||||1920|||||||||||||||||||||||||||||||||||||||||||||||||||||||
4009175036438|4610318728611||PI|12|||||Y|Y|Y|||||1300|GRM|||||||||||CT|180|MMT|190|MMT|120|MMT|4009175136435|12|CP2||RUP||1000|1||||||||||||||||160|||||||||||||N||||||||||||||||||||||||||||||||||||||||||
4009175136442|4610318728611||BI|1||Erdal Shoe shine neutral|Erdal Shoe shine neutral|Эрдаль-самоблеск 75г/тюб.(бесц)|Y|Y|Y|4607101979998||75|GRM|105|GRM|||Y|60|||||10000400||TU|50|MMT|160|MMT|40|MMT|||CP2||RUP||1000|1|||||||||||N|||||1920|||||||||||||||||||||||||||||||||||||||||||||||||||||||
4009175036445|4610318728611||PI|12|||||Y|Y|Y|||||1300|GRM|||||||||||CT|180|MMT|190|MMT|120|MMT|4009175136442|12|CP2||RUP||1000|1||||||||||||||||160|||||||||||||N||||||||||||||||||||||||||||||||||||||||||
4009175138903|4610318728611||BI|1||Bathroom&Shower Cleaner|Tofix Bathroom&Shower Cleaner|Тофикс  Средство для ухода за ванной и душем|Y|Y|Y|4607101979998||500|MLT|530|GRM|||Y|60|||||10000441|DE||45|MMT|270|MMT|90|MMT|||CP2||RUP||870|1|||||||||||N|||||570|||||||||||||||||||||||||||||||||||||||||||||||||||||||
4009175038906|4610318728611||PI|10|||||Y|Y|N|||||5900|GRM|||||||||||CT|285|MMT|245|MMT|195|MMT|4009175138903|10|CP2||RUP||993|1||||||||||||||||57|||||||||||||N||||||||||||||||||||||||||||||||||||||||||
4009175140081|4610318728611||BI|1|| Lime-Remover, fluid, PE-Bottle|KRONSTAR Lime-Remover, fluid, PE-Bottle 0,5L|КРОНСТАР Жидкий антинакипин 0,5л|Y|Y|Y|4607101979998||500|MLT|530|GRM|||Y|60|||||10000406|||50|MMT|150|MMT|50|MMT|||CP2||RUP||828|1|||||||||||N|||||768|||||||||||||||||||||||||||||||||||||||||||||||||||||||
4009175141576|4610318728611||BI|1||Erdal Shoe polish in tins, brown|Erdal Shoe polish in tins, medium-brown|Эрдаль-крем д/обуви 50г/бан.(коричневый)|Y|Y|Y|4607101979998||50|GRM|80|GRM|||N|60|||||10000400||CX|75|MMT|35|MMT|75|MMT|||CP2||RUP||1840|1|||||||||||N|||||6900|||||||||||||||||||||||||||||||||||||||||||||||||||||||
4009175041579|4610318728611||PI|12|||||Y|Y|Y|||||1000|GRM|||||||||||CT|170|MMT|85|MMT|170|MMT|4009175141576|12|CP2||RUP||1840|1||||||||||||||||575|||||||||||||N||||||||||||||||||||||||||||||||||||||||||
4009175141583|4610318728611||BI|1||Erdal Shoe polish in tins, neutral|Erdal Shoe polish in tins, neutral|Эрдаль-крем д/обуви 50г/бан.(бесцветный)|Y|Y|Y|4607101979998||50|GRM|80|GRM|||N|60|||||10000400||CX|75|MMT|35|MMT|75|MMT|||CP2||RUP||1840|1|||||||||||N|||||6900|||||||||||||||||||||||||||||||||||||||||||||||||||||||
4009175041586|4610318728611||PI|12|||||Y|Y|Y|||||1000|GRM|||||||||||CT|170|MMT|85|MMT|170|MMT|4009175141583|12|CP2||RUP||1840|1||||||||||||||||575|||||||||||||N||||||||||||||||||||||||||||||||||||||||||
4009175141651|4610318728611||BI|1||Water-proof Protection, Spray|Water-proof Protection, Spray| Средство для защиты обуви, одежды от влаги, Аэрозоль 250 мл|Y|Y|Y|4607101979998||250|MLT|280|GRM|||Y|60|||||10000400|DE|AE|50|MMT|200|MMT|50|MMT|||CP2||RUP||1200|1|||||||||||N|||||1800|||||||||||||||||||||||||||||||||||||||||||||||||||||||
4009175141668|4610318728611||BI|1||Natural suede and nubuck care,black|Natural suede and nubuck care,black|Эрдаль-аэрозоль д/замши(черн),250мл|Y|Y|Y|4607101979998||250|MLT|280|GRM|||Y|60|||||10000400|DE|AE|50|MMT|200|MMT|50|MMT|||CP2||RUP||1200|1|||||||||||N|||||1800|||||||||||||||||||||||||||||||||||||||||||||||||||||||
4009175041661|4610318728611||PI|10|||||Y|Y|Y|||||2800|GRM|||||||||||CT|200|MMT|260|MMT|120|MMT|4009175141668|10|CP1||RUP||1200|1||||||||||||||||180|||||||||||||N||||||||||||||||||||||||||||||||||||||||||
4009175141798|4610318728611||BI|1||Capet Shampoo, PE-bottle|Capet Shampoo, PE-bottle|Туба-шампунь для ковра, 0.5л|Y|Y|Y|4607101979998||500|MLT|530|GRM|||Y|60|||||10000434|DE||40|MMT|220|MMT|100|MMT|||CP2||RUP||660|1|||||||||||N|||||600|||||||||||||||||||||||||||||||||||||||||||||||||||||||
4009175041791|4610318728611||PI|10|||||Y|Y|N|||||6000|GRM|||||||||||CT|215|MMT|220|MMT|200|MMT|4009175141798|10|CP2||RUP||783|1||||||||||||||||60|||||||||||||N||||||||||||||||||||||||||||||||||||||||||
4009175142153|4610318728611||BI|1||Fluid Cleaner for blocked frains|Fluid Cleaner for blocked frains, PE-Bottle|  Тофикс Чистящее ср-во для сливных труб, 1л|Y|N|Y|4607101979998||1000|MLT|1030|GRM|||Y|60|||||10000423|DE||55|MMT|270|MMT|130|MMT|||CP2||RUP||1350|1|||||||||||N|||||550|||||||||||||||||||||||||||||||||||||||||||||||||||||||
4009175042156|4610318728611||PI|5|||||Y|Y|N|||||6500|GRM|||||||||||CT|285|MMT|290|MMT|130|MMT|4009175142153|5|CP2||RUP||1563|1||||||||||||||||110|||||||||||||N||||||||||||||||||||||||||||||||||||||||||
4009175144560|4610318728611||BI|1||ERDAL Leather Dye black, 25ml|ERDAL Leather Dye black, 25ml|Эрдаль краситель для кожи 25 мл(черный)|Y|Y|Y|4607101979998||25|MLT|100|GRM|||Y|60|||||10000432||CBL|70|MMT|34|MMT|34|MMT|||CP2||RUP||1263|1|||||||||||N|||||4104|||||||||||||||||||||||||||||||||||||||||||||||||||||||
4009175044563|4610318728611||PI|12|||||Y|Y|N|||||1200|GRM|||||||||||CT|125|MMT|155|MMT|145|MMT|4009175144560|12|CP2||RUP||1263|1||||||||||||||||342|||||||||||||N||||||||||||||||||||||||||||||||||||||||||
4009175144577|4610318728611||BI|1||ERDAL Leather Dye brown, 25 ml|Erdal Leather Dye Brown 25 ml|Эрдаль краситель для кожи (корич) 25мл|Y|Y|Y|4607101979998||25|MLT|100|GRM|||Y|60|||||10000432||CBL|70|MMT|34|MMT|34|MMT|||CP2||RUP||1263|1|||||||||||N|||||4104|||||||||||||||||||||||||||||||||||||||||||||||||||||||
4009175044570|4610318728611||PI|12|||||Y|Y|N|||||1200|GRM|||||||||||CT|125|MMT|165|MMT|145|MMT|4009175144577|12|CP2||RUP||1263|1||||||||||||||||342|||||||||||||N||||||||||||||||||||||||||||||||||||||||||
4009175148070|4610318728611||BI|1||Orange Cream Cleaner for Ceramics|FROSCH Orange Cream Cleaner for Ceramics|Фрош апельсиновое абразивное молочко, 0.5л|Y|Y|Y|4607101979998||500|MLT|530|GRM|||Y|60|||||10000405|DE||45|MMT|270|MMT|70|MMT|||CP2||RUP||810|1|||||||||||N|||||720|||||||||||||||||||||||||||||||||||||||||||||||||||||||
4009175048073|4610318728611||PI|10|||||Y|Y|N|||||7100|GRM|||||||||||CT|270|MMT|235|MMT|155|MMT|4009175148070|10|CP2||RUP||948|1||||||||||||||||72|||||||||||||N||||||||||||||||||||||||||||||||||||||||||
4009175148094|4610318728611||BI|1||Washing-up Liquid, PET-Bottle|FROSCH Washing-up Liquid, PET-Bottle|Фрош Средство для мытья посуды , 1л|Y|Y|Y|4607101979998||1000|MLT|1030|GRM|||Y|60|||||10000636|DE||50|MMT|270|MMT|1000|MMT|||CP2||RUP||810|1|||||||||||N|||||420|||||||||||||||||||||||||||||||||||||||||||||||||||||||
4009175150806|4610318728611||BI|1||FROSCH Gel Detergent Colour 1500 ml|FROSCH Gel Detergent Colour 1500 ml|ФРОШ Универсальное концентрированное жидкое средство для стирки 1,5 л|Y|Y|Y|4607101979998||1500|MLT|1530|GRM|||Y|60|||||10000424||CT|70|MMT|290|MMT|120|MMT|||CP2||RUP||1023|1|||||||||||N|||||255|||||||||||||||||||||||||||||||||||||||||||||||||||||||
4009175161833|4610318728611||BI|1||Washing-up Liquid, PET-Bottle||Фрош Средство для мытья посуды (лимон), 500мл|Y|Y|Y|4607101979998||500|MLT|530|GRM|||Y|60|||||10000636|||50|MMT|200|MMT|90|MMT|||CP2||RUP||800|1|||||||||||N|||||640||||||||||||||||||||||||||||||||Frosch Washing-up Liquid, PET-Bottle|||||||||||||||||||||||
4009175061836|4610318728611||PI|8|||||Y|Y|N|||||4300|GRM|||||||||||CT|215|MMT|225|MMT|190|MMT|4009175161833|8|CP2||RUP||998|1||||||||||||||||80|||||||||||||N||||||||||||||||||||||||||||||||||||||||||
4009175161901|4610318728611||BI|1||FROSCH Gel Detergent Citrus 1,5L|FROSCH Gel Detergent Citrus 1,5L|Фрош жидкое средство для стрики 1,5л|Y|Y|Y|4607101979998||1500|MLT|1530|GRM|||Y|60|||||10000424||CT|70|MMT|290|MMT|120|MMT|||CP2||RUP||1023|1|||||||||||N|||||255|||||||||||||||||||||||||||||||||||||||||||||||||||||||
4009175061904|4610318728611||PI|5|||||Y|Y|N|||||8400|GRM|||||||||||CT|295|MMT|380|MMT|135|MMT|4009175161901|5|CP2||RUP||1023|1||||||||||||||||51|||||||||||||N||||||||||||||||||||||||||||||||||||||||||
4009175163868|4610318728611||BI|1||Universal Floor care without wax|Universal Floor care without wax|универсальное чистящее средство для полов, 1л|Y|Y|Y|4607101979998||1000|MLT|1030|GRM|||Y|60|||||10000434|DE||55|MMT|270|MMT|130|MMT|||CP2||RUP||810|1|||||||||||N|||||330|||||||||||||||||||||||||||||||||||||||||||||||||||||||
4009175063861|4610318728611||PI|5|||||Y|N|N|||||5500|GRM|||||||||||CT|290|MMT|280|MMT|130|MMT|4009175163868|5|CP2||RUP||948|1||||||||||||||||330|||||||||||||N||||||||||||||||||||||||||||||||||||||||||
4009175163875|4610318728611||BI|1||Comprehensive Floor care for parque|Comprehensive Floor care for parquet, PE-Bottle|Средство для ухода за паркетом с пропиткой швов, 1л |Y|Y|Y|4607101979998||1000|MLT|1030|GRM|||Y|60|||||10000434|DE||55|MMT|270|MMT|130|MMT|||CP2||RUP||810|1|||||||||||N|||||330|||||||||||||||||||||||||||||||||||||||||||||||||||||||
