GTIN|GLNofDataSupplier|NameOfDataSupplier|BaseUnit|NumberOfBaseUnitContained|ItemNameLongML_language_EN|ItemNameLongML_language_RU|ItemName_language_EN|ItemName_language_RU|DespatchUnit|OrderingUnit|ConsumerUnit|GLNofManufacturer|ManufacturersName|Content|ContentUnitOfMeasure|GrossWeightFNFTSS|GrossWeightUnitOfMeasure|NetWeight|NetWeightUnitOfMeasure|BasePriceDeclarationRelevant|VAT_RU|BrandNameML_language_EN|BrandNameML_language_RU|PLUDescriptionML_language_EN|PLUDescriptionML_language_RU|GPC|CountryOfOrigin|PackagingTypeFNF|MeasurementTradeItemHeight|MeasurementTradeItemHeightUnitOfMeasure|MeasurementTradeItemLengthDepth|MeasurementTradeItemLengthDepthUnitOfMeasure|MeasurementTradeItemWidth|MeasurementTradeItemWidthUnitOfMeasure|GTINofNextLowerPackagingItem|NumberOfNextLowerItemContained|PalletDataPalletTypeFNF|GTINCodedPallet|PalletDataPalletHandling|NumberOfLayersPerPallet|PalletDataPalletLoadingHeight|StorageStackingFactor|PalletDataPalletGrossWeight|SubBrand|NetVolume|NetVolumeUnitOfMeasure|functionalsHealthClaims|technoChemicalProperties|GTINofAssortmentComponent|ContentAssortmentNumberOfComponents|MarketingNameML_language_RU|ItemNameShortML_language_RU|VariableMeasureTradeItem|CountryOfLastProvenance|ColourSupplierNoCode|ColourColourCodeListAgency|RFIDSupport|PalletDataNumberOfDespatchUnitsPerPallet|BasePriceRelevantContent|BasePriceRelevantContentUnitOfMeasure|GTINofItemSubstitutedFor|InternalItemIDofSupplier|ItemName_language_EL|CataloguePriceOfInvoiceUnit|CataloguePriceCurrency|CataloguePricePriceBasis|CataloguePricePriceBasisUnitOfMeasure|certificateOfQualityNumber|certificateOfQualityStartDate|certificateOfQualityEndDate|DangerousGoodsLimitedQuantities|DrainedWeight|DrainedWeightUnitOfMeasure|GeneticalInformation|MinimumDurabilityFromProduction|MinimumDurabilityFromProductionTimeUnit|NutritionalValueReferenceValue|GrossCalorificValueKJ|ConvenienceLevel|nutritionalContentValueUnitOfMeasure|ENumberCode|MinimumDurabilityFromOpening|MinimumDurabilityFromOpeningTimeUnit|nutritionalCompositionCode|nutritionalCompositionPercentage|rawMaterialUsed|rawMaterialUsedUnitOfMeasure|RecommendedSalesPrice|RecommendedSalesPriceCurrency|ItemName_language_AR|BatchNumbered|TemperatureMinStorage|TemperatureMaxStorage|TemperatureUnitOfMeasure|CommodityNomenclatureOfForeign-economicActivity|RussianClassificationOfProductsByEconomicActivities|RussianClassificationOfProducts|PricingSegment|ItemName_language_BR|BrandNameML_language_AR|GTINofBaseUnit|FunctionalName_language_EN|variant|variantLanguage|NonPublicGLNList|dietaryInformation|StartValidityDateOfAddVersion|FunctionalName_language_RU|handlingInstructionCode|MinimumOrderQuantity|RackJobber|MinimumDurabilityFromArrival|MinimumDurabilityFromArrivalTimeUnit
3014260689025|4603922748610||PI|576||BLUE II PLUS SENS ОДНОР.СТ 1ШТ|||Y|Y|N|||||6400|GRM|4.608|KGM|||||||||CS|386|MMT|508|MMT|368|MMT|3014260265885|576|PAL||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
5013965105012|4603922748610||PI|4608||BLUE II PLUS SENS ОДНОР.СТ 1ШТ|||Y|N|N|||||||36.864|KGM|||||||||NE|||1200|MMT|800|MMT|3014260689025|8|201|Y|RUP|2|922|1|71200||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
3014260269142|4603922748610||BI|1|TGS SOL AP 50 G ARTI|TGS SOL AP 50 G ARTIC|GILLETTE SERIES  TGS SOL AP 50 G ARTIC TGS SOL AP 50 G ARTIC|GILLETTE SERIES  TGS SOL AP 50 G ARTIC TGS SOL AP 50 G ARTIC|N|N|Y|37000000006|Procter & Gamble|50|GRM|123|GRM|0.05|KGM|N|60|Gillette Series|Gillette Series|TGS SOL AP 5|TGS SOL AP 5|10000338|CZ|BX|119|MMT|29|MMT|64|MMT|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
3014260660994|4603922748610||PI|12|TGS SOL AP 50 G ARTI||||Y|Y|N|||||1476|GRM|0.6|KGM|||||||||CS|127|MMT|191|MMT|137|MMT|3014260269142|12|PAL||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
5013965013355|4603922748610||PI|3672|TGS SOL AP 50 G ARTI||||Y|N|N|||||||183.6|KGM|||||||||NE|||1200|MMT|800|MMT|3014260660994|306|201|Y|RUP|9|1293|1|476656||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
3014260272913|4603922748610||BI|1|SENSR EXLFW RAZOR LBR|SENSOR EXEL КАС Д/СТ Д/ЖЕН 1ШТ|SENSOR  RAZOR BOX 1PCE|SENSOR EXEL КАССЕТЫ Д/СТ Д/ЖЕН 1ШТ|N|N|Y|37000000006|Procter & Gamble|1|PCE|91|GRM|0.038|KGM|N|60|Sensor|Sensor|SENSR EXLFW|SENSOR EXEL|10000730|BR|BG|195|MMT|37|MMT|98|MMT||||||||||EXEL|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
3014260422493|4603922748610||PI|6||SENSOR EXEL КАС Д/СТ Д/ЖЕН 1ШТ|||N|N|N|||||622|GRM|0.228|KGM|||||||||PK|200|MMT|214|MMT|78|MMT|3014260272913|6|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
3014260664879|4603922748610||PI|12||SENSOR EXEL КАС Д/СТ Д/ЖЕН 1ШТ|||Y|Y|N|||||1300|GRM|0.456|KGM|||||||||CS|220|MMT|225|MMT|175|MMT|3014260422493|2|PAL||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
5013965102943|4603922748610||PI|1440||SENSOR EXEL КАС Д/СТ Д/ЖЕН 1ШТ|||Y|N|N|||||||54.72|KGM|||||||||NE|||1200|MMT|800|MMT|3014260664879|120|201|Y|RUP|5|1198|1|176000||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
3014260274856|4603922748610||BI|1|MS3T RAZOR_2UP|MACH3 КАССЕТЫ Д/СТ 2ШТ|MACH3 TURBO  BASE RAZOR|MACH3 TURBO  КАССЕТЫ Д/СТ 2ШТ|N|N|Y|37000000006|Procter & Gamble|1|PCE|127|GRM|0.106|KGM|N|60|Mach3 Turbo|Mach3 Turbo|MS3T RAZOR_2|MACH3 КАССЕТ|10000730|DE|PK|195|MMT|40|MMT|105|MMT|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
3014260423247|4603922748610||PI|6|M3T RAZOR ALOE MP||||N|N|N|||||763|GRM|0.636|KGM|||||||||SW|202|MMT|223|MMT|72|MMT|3014260274856|6|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
3014260666484|4603922748610||PI|36|M3T RAZOR ALOE||||Y|Y|N|||||4578|GRM|3.816|KGM|||||||||CS|220|MMT|440|MMT|240|MMT|3014260423247|6|PAL||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
5013965055706|4603922748610||PI|1260|M3T RAZOR ALOE||||Y|N|N|||||||133.56|KGM|||||||||NE|||1200|MMT|800|MMT|3014260666484|35|201|Y|RUP|5|1285|1|182910||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
3014260274917|4603922748610||BI|1|GILLETTE MACH3 TURBO CARTRIDGE 4|MACH3 TURBO КАС Д/СТ АЛОЭ 4ШТ|MACH3 TURBO  RAZOR 4PCE|MACH3 TURBO TURBO КАССЕТЫ Д/СТ АЛОЭ 4ШТ|N|N|Y|37000000006|Procter & Gamble|4|PCE|32|GRM|0.032|KGM|N|60|Mach3 Turbo|Mach3 Turbo|GILLETTE MAC|MACH3 TURBO|10000369|DE|BX|112|MMT|18|MMT|95|MMT||||||||||TURBO|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
3014260423261|4603922748610||PI|10||MACH3 TURBO КАС Д/СТ АЛОЭ 4ШТ|||N|N|N|||||320|GRM|0.32|KGM|||||||||PK|120|MMT|98|MMT|96|MMT|3014260274917|10|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
3014260666507|4603922748610||PI|400|M3T CRT 4 ALOE|MACH3 TURBO КАС Д/СТ АЛОЭ 4ШТ|||Y|Y|N|||||13208|GRM|12-Aug|KGM|||||||||CS|248|MMT|502|MMT|400|MMT|3014260423261|40|PAL||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
5013965103094|4603922748610||PI|6400||MACH3 TURBO КАС Д/СТ АЛОЭ 4ШТ|||Y|N|N|||||||204.8|KGM|||||||||NE|||1200|MMT|800|MMT|3014260666507|16|201|Y|RUP|4|1142|1|233328||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
3014260275143|4603922748610||BI|1|M3T CRT 2 ALOE CS|MACH3 TURBO КАС Д/СТ АЛОЭ 2ШТ|MACH3 TURBO  BASE BLADE PERMANENT SYSTEM|MACH3 TURBO  КАССЕТЫ Д/СТ АЛОЭ 2ШТ|N|N|Y|37000000006|Procter & Gamble|2|PCE|25|GRM|0.022|KGM|N|60|Mach3 Turbo|Mach3 Turbo|M3T CRT 2 AL|MACH3 TURBO|10000369|PL|BX|111|MMT|18|MMT|96|MMT|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
3014260423377|4603922748610||PI|10|M3T CRT 2 ALOE|MACH3 TURBO КАС Д/СТ АЛОЭ 2ШТ|||N|N|N|||||275|GRM|0.22|KGM|||||||||PK|120|MMT|98|MMT|96|MMT|3014260275143|10|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
7702018032747|4603922748610||PI|10|M3T CRT 2 ALOE CS|MACH3 TURBO КАС Д/СТ АЛОЭ 2ШТ|||N|N|N|||||275|GRM|0.22|KGM|||||||||PK|120|MMT|98|MMT|96|MMT|3014260275143|10|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
3014260666699|4603922748610||PI|400|M3T CRT 2 ALOE CS|MACH3 TURBO КАС Д/СТ АЛОЭ 2ШТ|||Y|Y|N|||||11608|GRM|8-Aug|KGM|||||||||CS|248|MMT|502|MMT|400|MMT|3014260423377|40|PAL||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
5013965552779|4603922748610||PI|6400|M3T CRT 2 ALOE CS|M3T КАРТРИДЖ Д/СТ 2ШТ ЖИЛЛЕТТ ЛЕТО|||Y|N|N|||||||140.8|KGM|||||||||NE|||1200|MMT|800|MMT|3014260666699|16|201|Y|RUP|4|1140|1|210728||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
5013965295744|4603922748610||PI|6400||MACH3 TURBO КАС Д/СТ АЛОЭ 2ШТ|||Y|N|N|||||||140.8|KGM|||||||||NE|||1200|MMT|800|MMT|3014260666699|16|201|Y|RUP|4|1140|1|210728||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
5013965103100|4603922748610||PI|6400|M3T CRT 2 ALOE|MACH3 TURBO КАС Д/СТ АЛОЭ 2ШТ|||Y|N|N|||||||140.8|KGM|||||||||NE|||1200|MMT|800|MMT|3014260666699|16|201|Y|RUP|4|1140|1|210728||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
7702018032754|4603922748610||PI|40|M3T CRT 2 ALOE|M3TURBO КАССЕТЫ ДЛЯ СТАНКА АЛОЭ 2ШТ|||Y|Y|N|||||1100|GRM|0.88|KGM|||||||||CS|247|MMT|192|MMT|98|MMT|7702018032747|4|PAL||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
5013965558801|4603922748610||PI|6400|M3T CRT 2 ALOE|M3TURBO КАССЕТЫ ДЛЯ СТАНКА АЛОЭ 2ШТ|||Y|N|N|||||||140.8|KGM|||||||||NE|||1200|MMT|800|MMT|7702018032754|160|201|Y|RUP|4|1140|1|201000||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
3014260276607|4603922748610||BI|1||MACH3 КАССЕТЫ Д/СТ 12ШТ||MACH3  КАССЕТЫ Д/СТ 12ШТ|N|N|Y|37000000006|Procter & Gamble|12|PCE|72|GRM|0.06|KGM|N|60||Mach3||MACH3 КАССЕТ|10000369|DE|BX|111|MMT|34|MMT|96|MMT|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
3014260431174|4603922748610||PI|10||MACH3 КАССЕТЫ Д/СТ 12ШТ|||N|N|N|||||769|GRM|0.6|KGM|||||||||NE|171|MMT|183|MMT|98|MMT|3014260276607|10|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
3014260692469|4603922748610||PI|60||MACH3 КАССЕТЫ Д/СТ 12ШТ|||Y|Y|N|||||4975|GRM|3-Jun|KGM|||||||||NE|185|MMT|375|MMT|300|MMT|3014260431174|6|PAL||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
5013965014680|4603922748610||PI|2880||MACH3 КАССЕТЫ Д/СТ 12ШТ|||Y|N|N|||||||172.8|KGM|||||||||NE|||1200|MMT|800|MMT|3014260692469|48|201|Y|RUP|6|1260|1|263800||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
3014260281458|4603922748610||BI|1|VENUS RAZOR 1UP|VENUS СТ.Д/БР+КАССЕТЫ 1+1ШТ|VENUS  RAZOR|VENUS  СТ.Д/БР+КАССЕТЫ 1+1ШТ|N|N|Y|37000000006|Procter & Gamble|1|PCE|51|GRM|0.045|KGM|N|60|Venus|Venus|VENUS RAZOR|VENUS СТ.Д/Б|10000730|US|PK|195|MMT|27|MMT|98|MMT|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
3014260426217|4603922748610||PI|6||VENUS СТ.Д/БР+КАССЕТЫ 1+1ШТ|||N|N|N|||||310|GRM|0.27|KGM|||||||||PK|206|MMT|200|MMT|76|MMT|3014260281458|6|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
3014260672317|4603922748610||PI|36||VENUS СТ.Д/БР+КАССЕТЫ 1+1ШТ|||Y|Y|N|||||2110|GRM|Jan-62|KGM|||||||||CS|230|MMT|483|MMT|214|MMT|3014260426217|6|PAL||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
5013965103520|4603922748610||PI|1260||VENUS СТ.Д/БР+КАССЕТЫ 1+1ШТ|||Y|N|N|||||||56.7|KGM|||||||||NE|||1180|MMT|643|MMT|3014260672317|35|201|Y|RUP|5|1300|1|98850||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
3014260282684|4603922748610||BI|1|GIL2 DIS 5FXD|GILLETTE 2 ОДНОР.СТАН.Д/Б 5ШТ|GILLETTE2  BASE BLADE DISPOSABLE LONG HANDLE|GILLETTE2  ОДНОР.СТАН.Д/Б 5ШТ|N|N|Y|37000000006|Procter & Gamble|5|PCE|27|GRM|0.025|KGM|N|60|Gillette2|Gillette2|GIL2 DIS 5FX|GILLETTE 2 О|10000370|PL|BG|45|MMT|65|MMT|195|MMT|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
3014260691240|4603922748610||PI|24|GIL2 DIS 5  FXD|GILLETTE 2 ОДНОР.СТАН.Д/Б 5ШТ|||Y|Y|N|||||760|GRM|0.6|KGM|||||||||CS|159|MMT|386|MMT|159|MMT|3014260282684|24|PAL||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
7702018854134|4603922748610||PI|3||GILLETTE 2 СТ.Д/Б 3*5ШТ МЕТРО|||N|N|Y|||||95|GRM|0.075|KGM|||||||||PK|45|MMT|65|MMT|195|MMT|3014260282684|3|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
7702018997831|4603922748610||PI|3||GILLETTE 2 ОДНОР.СТ.5ШТ МЕТРО|||N|N|N|||||95|GRM|0.075|KGM|||||||||PK|45|MMT|195|MMT|65|MMT|3014260282684|3|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
7702018977093|4603922748610||PI|3||GILLETTE 2 СТ.Д/Б 3*5ШТ МЕТРО|||N|N|Y|||||95|GRM|0.075|KGM|||||||||SW|45|MMT|65|MMT|195|MMT|3014260282684|3|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
7702018977109|4603922748610||PI|24||GILLETTE 2 СТ.Д/Б 3*5ШТ МЕТРО|||Y|Y|N|||||760|GRM|0.6|KGM|||||||||CS|159|MMT|386|MMT|159|MMT|7702018977093|8|PAL||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
5013965473616|4603922748610||PI|2160||GILLETTE 2 СТ.Д/Б 3*5ШТ МЕТРО|||Y|N|N|||||||54|KGM|||||||||NE|||1200|MMT|800|MMT|7702018977109|90|201|Y|RUP|6|1104|1|90400||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
7702018854158|4603922748610||PI|24||GILLETTE 2 СТ.Д/Б 3*5ШТ МЕТРО|||Y|Y|N|||||760|GRM|0.6|KGM|||||||||CS|159|MMT|386|MMT|159|MMT|7702018854134|8|PAL||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
5013965122361|4603922748610||PI|2160||GILLETTE 2 СТ.Д/Б 3*5ШТ МЕТРО|||Y|N|N|||||||54|KGM|||||||||NE|||1200|MMT|800|MMT|7702018854158|90|201|Y|RUP|6|1104|1|90400||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
7702018997848|4603922748610||PI|24||GILLETTE 2 ОДНОР.СТ.5ШТ МЕТРО|||Y|Y|N|||||760|GRM|0.6|KGM|||||||||CS|159|MMT|386|MMT|159|MMT|7702018997831|8|PAL||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
5013965509780|4603922748610||PI|2160||GILLETTE 2 ОДНОР.СТ.5ШТ МЕТРО|||Y|N|N|||||||54|KGM|||||||||NE|||1200|MMT|800|MMT|7702018997848|90|201|Y|RUP|6|1104|1|93400||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
5013965105371|4603922748610||PI|2160|GILETTE 2 DIS 5 FXD|GILLETTE 2 ОДНОР.СТАН.Д/Б 5ШТ|||Y|N|N|||||||54|KGM|||||||||NE|||1200|MMT|800|MMT|3014260691240|90|201|Y|RUP|6|1104|1|88400||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
5013965511448|4603922748610||PI|2160||GILLETTE 2 ОДНОР.СТАН.Д/Б 5ШТ|||Y|N|N|||||||54|KGM|||||||||NE|||1200|MMT|800|MMT|3014260691240|90|201|Y|RUP|6|1104|1|93400||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
3014260282691|4603922748610||BI|1|GIL2 DIS 3|GILLETTE 2 ОДНОР.СТАН.Д/Б 3ШТ|GILLETTE2  GIL2 DIS 3|GILLETTE2  ОДНОР.СТАН.Д/Б 3ШТ|N|N|Y|37000000006|Procter & Gamble|3|PCE|15|GRM|0.012|KGM|N|60|Gillette2|Gillette2|GIL2 DIS 3|GILLETTE 2 О|10000370|PL|BG|230|MMT|15|MMT|78|MMT|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
7702018977116|4603922748610||PI|3|TRPL GILLETTE 2 3S* METRO|GILLETTE 2 СТ.Д/Б 3*3ШТ МЕТРО|||N|N|Y|||||72|GRM|0.063|KGM|||||||||SW|87|MMT|15|MMT|230|MMT|3014260282691|3|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
7702018854165|4603922748610||PI|3|TRPL GILLETTE 2 3'S* METR|GILLETTE 2 СТ.Д/Б 3*3ШТ МЕТРО|||N|N|Y|||||73|GRM|0.063|KGM|||||||||PK|87|MMT|15|MMT|230|MMT|3014260282691|3|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
3014260691233|4603922748610||PI|40|GIL2 DIS 3|GILLETTE 2 ОДНОР.СТАН.Д/Б 3ШТ|||Y|Y|N|||||940|GRM|0.6|KGM|||||||||CS|152|MMT|448|MMT|228|MMT|3014260282691|40|PAL||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
7702018997855|4603922748610||PI|3||GILLETTE 2 ОДНОР.СТ.3ШТ МЕТРО|||N|Y|N|||||72|GRM|0.036|KGM|||||||||PK|87|MMT|230|MMT|15|MMT|3014260282691|3|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
7702018997862|4603922748610||PI|39||GILLETTE 2 ОДНОР.СТ.3ШТ МЕТРО|||Y|Y|N|||||940|GRM|0.468|KGM|||||||||CS|186|MMT|448|MMT|228|MMT|7702018997855|13|PAL||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
5013965509797|4603922748610||PI|1365||GILLETTE 2 ОДНОР.СТ.3ШТ МЕТРО|||Y|N|N|||||||16.38|KGM|||||||||NE|||1200|MMT|800|MMT|7702018997862|35|201|Y|RUP|5|1080|1|57900||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
5013965239076|4603922748610||PI|1960|GIL2 DIS 3FXD|GILLETTE 2 ОДНОР.СТАН.Д/Б 3ШТ|||Y|N|N|||||||29-Apr|KGM|||||||||NE|||1200|MMT|800|MMT|3014260691233|49|201|Y|RUP|7|1172|1|66060||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
7702018977123|4603922748610||PI|39|TRPL GILLETTE 2 3S* METRO|GILLETTE 2 СТ.Д/Б 3*3ШТ МЕТРО|||Y|Y|N|||||940|GRM|0.819|KGM|||||||||CS|186|MMT|448|MMT|228|MMT|7702018977116|13|PAL||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
5013965473623|4603922748610||PI|1365|TRPL GILLETTE 2 3S* METRO|GILLETTE 2 СТ.Д/Б 3*3ШТ МЕТРО|||Y|N|N|||||||28.665|KGM|||||||||NE|||1200|MMT|800|MMT|7702018977123|35|201|Y|RUP|5|1080|1|57900||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
7702018854189|4603922748610||PI|39|TRPL GILLETTE 2 3'S* METR|GILLETTE 2 СТ.Д/Б 3*3ШТ МЕТРО|||Y|Y|N|||||949|GRM|0.819|KGM|||||||||CS|186|MMT|448|MMT|228|MMT|7702018854165|13|PAL||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
5013965122378|4603922748610||PI|1365|TRPL GILLETTE 2 3'S* METR|GILLETTE 2 СТ.Д/Б 3*3ШТ МЕТРО|||Y|N|N|||||||28.665|KGM|||||||||NE|||1200|MMT|800|MMT|7702018854189|35|201|Y|RUP|5|1080|1|58300||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
3014260282707|4603922748610||BI|1|GIL2 DIS 1 FXD|GILLETTE 2 ОДНОР.СТАН.Д/Б 1ШТ|GILLETTE2  RAZOR|GILLETTE2  ОДНОР.СТАН.Д/Б 1ШТ|N|N|Y|37000000006|Procter & Gamble|1|PCE|6|GRM|0.005|KGM|N|60|Gillette2|Gillette2|GIL2 DIS 1 F|GILLETTE 2 О|10000370|RU|DPE|130|MMT|20|MMT|50|MMT|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
3014260426866|4603922748610||PI|24||GILLETTE 2 ОДНОР.СТАН.Д/Б 1ШТ|||N|N|N|||||147|GRM|0.12|KGM|||||||||PK|340|MMT|210|MMT|62|MMT|3014260282707|24|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
3014260691257|4603922748610||PI|576||GILLETTE 2 ОДНОР.СТАН.Д/Б 1ШТ|||Y|Y|N|||||4110|GRM|Feb-88|KGM|||||||||CS|232|MMT|556|MMT|396|MMT|3014260426866|24|PAL||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
5013965105401|4603922748610||PI|9216||GILLETTE 2 ОДНОР.СТАН.Д/Б 1ШТ|||Y|N|N|||||||46.08|KGM|||||||||NE|||1200|MMT|832|MMT|3014260691257|16|201|Y|RUP|4|1066|1|85760||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
3014260283254|4603922748610||BI|1|BII PLUS ELHDL DIS 5 SENST|BLUE II SENS ОДНОР.СТАН.5ШТ|BLUE II  PLUS BLADE DISPOSABLE ELASTOMER HANDLE|BLUE II  ОДНОР.СТАН. 5ШТ|N|N|Y|37000000006|Procter & Gamble|5|PCE|45|GRM|0.04|KGM|N|60|Blue II|Blue II|BII PLUS ELH|BLUE II SENS|10000370|PL|BG|250|MMT|15|MMT|125|MMT|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
3014260674663|4603922748610||PI|24|BII PLUS ELHDL DIS 5 SENST|BLUE II SENS ОДНОР.СТАН.5ШТ|||Y|Y|N|||||1250|GRM|0.96|KGM|||||||||CS|159|MMT|278|MMT|268|MMT|3014260283254|24|PAL||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
5013965103728|4603922748610||PI|1728|BII PLUS ELHDL DIS 5 SENST|BLUE II SENS ОДНОР.СТАН.5ШТ|||Y|N|N|||||||69.12|KGM|||||||||NE|||1200|MMT|800|MMT|3014260674663|72|201|Y|RUP|6|1104|1|112000||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
3014260284329|4603922748610||BI|1|TGS BALM SKCND 75 ML|MACH3 TURBO СТ.Д/Б+Б-М Д/ЧУВСТВ.КОЖ|GILLETTE SERIES  TGS BALM SKCND 75 ML SENST|GILLETTE SERIES BASE СТ.Д/Б+Б-М Д/ЧУВСТВ.КОЖ 1ШТ+75МЛ|N|N|Y|37000000006|Procter & Gamble|75|MLT|103|GRM|0.075|KGM|N|60|Gillette Series|Gillette Series|TGS BALM SKC|MACH3 TURBO|10000356|FR|BO|104|MMT|31|MMT|85|MMT||||||||||BASE|75|MLT|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
3014260286545|4603922748610||BI|1|SLALM CRT 5|SLALOM КАССЕТЫ Д/СТ 5ШТ|SLALOM  BASE BLADE PERMANENT SYSTEM|SLALOM  КАССЕТЫ Д/СТ 5ШТ|N|N|Y|37000000006|Procter & Gamble|5|PCE|15|GRM|0.015|KGM|N|60|Slalom|Slalom|SLALM CRT 5|SLALOM КАССЕ|10000369|RU|BG|104|MMT|8|MMT|98|MMT|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
7702018961825|4603922748610||PI|20||SLALOM КАССЕТЫ Д/СТ 5ШТ|||Y|Y|N|||||500|GRM|0.3|KGM|||||||||CS|111|MMT|100|MMT|87|MMT|3014260286545|20|PAL||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
3014260427788|4603922748610||PI|20||SLALOM КАССЕТЫ Д/СТ 5ШТ|||N|N|N|||||325|GRM|0.3|KGM|||||||||PK|111|MMT|100|MMT|87|MMT|3014260286545|20|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
5013965448577|4603922748610||PI|11200||SLALOM КАССЕТЫ Д/СТ 5ШТ|||Y|N|N|||||||168|KGM|||||||||NE|||1200|MMT|800|MMT|7702018961825|560|201|Y|RUP|4|1134|1|305000||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
